,level_0,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,class,cluster_label,specimen_id,DIV
0,0,488386504,-0.589404062796,-1.42007790752,-0.696330733474,-0.636510190866,-0.00948737558586,-1.3496554012,0.330378476543,0.380669230023,-0.0815786181702,1.58524478119,-1.51149129311,-2.80431320997,-0.29824384415,0.726472413069,0.996449479393,1.27111339443,0.256574068332,0.00408047923369,-1.19938531303,3.2989283374,0.413438524573,0.890549968085,-1.05586907424,0.662457678768,1.10830369596,-3.12463539769,1.5059957677,3.10191536915,0.328058751695,-1.2367184072,0.389235213365,-0.939318681387,0.100760103493,-1.60993719232,-0.149955172134,-1.78743467868,0.342703090568,-1.31487639554,0.535221513376,-1.59483059037,-0.587234987989,-0.817097977121,0.820578352273,0.100433197681,-1.29217146064,-0.248031100093,-1.62738549219,,,,
1,1,488386626,-0.434632671424,-1.2434881302,-1.51745959898,-0.138345687557,0.0893822098621,-1.42324234046,-1.40402987547,-0.136524875671,-0.849849961824,0.126114054983,1.23067551209,-0.472127665477,0.699672976389,0.227865212663,0.759674016519,1.46925118765,0.940606158679,-2.26021528533,-1.21634832981,3.14055471647,0.00466961476999,0.890549968085,-0.252014816838,-0.317070090201,1.09691952766,-2.27955044052,1.43783341606,2.46507477475,-4.08244680861,-1.11996075793,0.532333075556,-1.0477050918,0.613463223074,-0.664895331387,0.773478646018,-0.238841329647,0.904262628151,-1.30621773058,0.565754356177,-1.62231003127,-0.424861184225,-1.40668203587,-0.217614725048,0.82157506432,1.41753916303,0.543879906457,0.690380691469,,,,
2,2,488400343,-0.394470707993,-0.726248179566,0.068835597348,-0.866357574322,-0.0233020318177,-0.312598419581,-0.432060741878,-0.50850480762,-1.09480730854,-1.05533135684,-0.380375111083,-1.4804954466,0.0990617143649,0.401199532648,-0.149368803751,1.27950300474,-0.398898579823,-0.668762500533,-0.202735764748,0.338541871524,1.31941684348,-0.210185819318,2.53536799264,0.400351282912,0.178565177527,-0.953607913059,-2.03858409333,0.411069135545,-1.0912726875,-0.886735788834,0.770970463086,-2.64593697109,0.187113374363,-0.534305621336,-0.507657896833,0.51474713459,1.04290427326,-0.487082591865,-0.23114339657,-0.869683475084,0.928861226849,-0.536391414214,-1.92898092925,-0.792165478288,0.846122287143,-2.9301926675,0.248344004113,,,,
3,3,488418027,-0.475844854947,-1.01935165604,0.0642216749869,-0.0960447638235,0.0500593276387,-0.929474909502,-0.0415871646153,-0.225502668132,-1.88610540111,-0.423858986897,-0.291236959198,-1.33752323381,0.254256681757,0.649582537799,0.455760754717,0.610153503149,0.0222054902649,0.278237351643,-1.32043825032,-1.14846092616,0.616369977183,0.0937890652344,-0.768410092315,0.818649044728,1.32694907833,0.483401198351,0.0237216881303,0.261248946426,0.315580079388,-0.858475723536,0.382331737643,-1.00014561164,-0.233329228188,-1.01937268117,0.261600030436,-0.00815959691459,0.397310167034,-0.928247317993,0.137184014856,-1.36377966296,-0.392784561215,-0.491615362195,0.711857748366,-1.24833704662,0.924384591685,0.854299980405,-0.619301755025,,,,
4,4,508281653,-0.60784153534,-1.34666238287,-0.349882865311,-0.272764508974,0.0373664013251,-1.62275334746,-0.346275986397,0.0454948211391,-1.45074003876,1.25657652464,-0.818100559463,-2.17517000556,0.0833736720745,0.858160405939,0.608476880165,0.917126940616,0.139677934076,0.181358758903,-0.821374655312,0.448401512639,0.719605553063,1.9189581242,0.675267509748,-1.43008746054,0.818478997024,0.143082596453,-0.641212547252,1.77499410822,-1.39026004487,-0.868234543419,0.285250660043,-0.466120585944,0.170371742331,-1.20712722102,-0.202174598664,-0.31254504104,0.316237900663,-1.1310397717,0.695852418244,-1.30440448139,0.320448090102,-1.64161137128,-0.649973307721,0.988883186506,0.554435580386,-0.897670481373,0.948719303957,,,,
5,5,508381644,-0.487755859276,-0.762926867147,0.626424169147,-0.381490658114,-0.0503326386506,-0.495436877653,0.237660679982,-1.68230180202,-0.762200138183,0.804510427275,-0.787118552526,-1.08729678243,-0.1724959199,0.0998459727691,0.184414619073,0.100265458511,-0.209123697276,0.631269599267,-1.32043825032,-1.14846092616,0.616369977183,0.0937890652344,-0.768410092315,0.818649044728,1.32774498734,0.597911149122,-0.0360388294135,0.077266462144,0.480929970969,-0.832063234178,0.378172509865,-0.865671223296,-0.244078792164,-1.2580425455,0.150096066955,0.0917856408034,0.419480934519,-0.733113521343,-0.0441002939447,-1.24586524274,-0.4432451799,0.0545431272236,1.16203344483,-1.82276986769,0.533992745831,0.690580352465,-0.724109868152,,,,
6,6,508400236,-0.493279312361,-1.01679146803,0.139558423669,-0.369843715747,-0.0115651687344,-0.811032466662,0.164275963927,-1.91810330632,-0.877646505192,-0.109018353522,-0.164779434238,-0.892681952745,0.369949490239,0.757726716002,-0.134156127984,0.351833583645,-0.516918517713,0.227123270843,-1.35067566665,-0.0598720469226,0.110531829252,0.84439380948,-0.0262941469836,-0.317070090201,1.32044897265,0.401529370824,0.11486209609,0.54469642923,-0.894690533929,-0.953419432678,0.545853690274,-1.2285125724,0.0956011206561,-1.13638066171,0.39672450061,0.417253607832,1.01515811715,-0.928247317993,0.137184014856,-1.53656578631,-0.3746168067,-1.40386984253,-0.30185717353,0.772509391196,1.09861183938,0.690648789173,0.592462200243,,,,
7,7,519853636,0.666816350716,1.23817427342,-3.34792164309,-1.32767513377,-0.114302721658,1.09858625257,-2.88663460302,1.41633898113,-0.309595050156,0.429000208712,-0.989510482909,-1.83364748773,0.838153254841,0.358720935117,-2.96354597252,0.30494880842,-1.9916165765,-1.97817004809,-1.29531344024,-0.67826326825,0.592578444525,-0.0819581445239,-0.65065197034,-0.146804533412,1.28729145408,0.281764424703,-0.0315796580777,0.0275614815566,0.356743280684,1.5190376264,-0.629366628397,1.12740441478,-0.0562428883521,0.60585795913,0.375963136966,-0.0760877582911,-0.3517626066,0.921934075487,-0.69036296916,-1.20680323454,-0.912675539015,0.286152264467,1.64985743034,-1.06995524895,0.326472150557,-0.598128481815,-0.0120728849455,,,,
8,8,520631985,-0.298108300417,-0.200289117695,1.08628375445,-0.719679494606,-0.0574952060797,0.283573309908,0.300457838519,-2.09043058354,-1.54052056206,0.882211926842,0.718210583703,-0.0139090592747,-0.45432737293,-1.33525168492,0.41667716535,-1.18720334251,-0.08160511338,0.449806184247,0.36760720205,-0.677377106572,0.951357748565,-0.24392116174,0.248991472133,-0.321414238124,-0.327124268095,0.284335452941,-1.13757160222,-0.256894903836,0.292597106784,-0.843128065548,1.34300150738,-0.690937959044,-1.02303383079,-0.974438045873,0.577942881497,1.34774548235,1.66397076979,-0.308238770612,-1.09115556547,0.706652304462,1.48301047196,1.49356523658,0.828339584939,0.673637605573,0.129635606994,0.50095855482,0.521397693184,,,,
9,9,525018757,-0.425584827861,-0.958018734793,0.178196088658,0.58704828404,-0.0299457817095,-1.09756063669,1.53188999109,0.426490647841,-0.12387768684,-1.76762846253,-0.0324727825405,-0.36369325178,0.610343312038,0.537562674619,-0.987702681736,-0.802128823573,0.239159241603,0.283695504443,-0.168096163601,-0.827185973315,-0.507449334221,0.532059137321,0.871529435648,-0.503774186088,0.179260296954,0.985271037925,-0.187120695809,-0.176794173377,-1.30359856099,-0.937591665478,-0.221688686548,0.00188935460994,-0.243712646793,-0.347324721621,-0.154222276629,-0.418770988114,-0.897456473903,-0.909800869291,0.424115277298,0.425600533512,-0.791786129505,-1.14660903586,-2.07477320369,1.58576077134,0.819565468405,0.199807828171,-3.63936354045,,,,
